Scer1	Scer2	Cgla1	Cgla2	Klac	Calb	n.NAs
YDR480W	YPL049C	CAGL0L12782g	NA	KLLA0D11572g	orf19.1666	1
YKR015C	NA	NA	NA	NA	NA	5
YDR481C	NA	CAGL0H07359g	NA	KLLA0E12827g	orf19.4736	2
YDR482C	NA	CAGL0H07381g	NA	KLLA0B10054g	orf19.4875	2
YDR483W	YPL053C	CAGL0H07403g	CAGL0M07381g	KLLA0B09988g	orf19.1663	0
YBL071W-A	NA	CAGL0A04499g	NA	KLLA0E20439g	orf19.6873.1	2
YDR484W	NA	CAGL0F05181g	NA	KLLA0C03696g	orf19.7660	2
YDR485C	NA	CAGL0F05159g	NA	KLLA0C03652g	orf19.3399	2
YGL039W	NA	NA	NA	NA	NA	5
YDR486C	NA	CAGL0G04543g	NA	KLLA0C03608g	orf19.3401	2
YDR487C	NA	CAGL0I07557g	NA	KLLA0B07755g	orf19.5228	2
YDR488C	NA	CAGL0G04565g	NA	KLLA0F11099g	NA	3
YDR489W	NA	CAGL0G04587g	NA	KLLA0F11121g	orf19.7631	2
YDR490C	YOL100W	CAGL0I07513g	CAGL0G04609g	KLLA0C12485g	NA	1
YDR492W	YOL101C	CAGL0G04631g	CAGL0I07491g	KLLA0C12441g	orf19.55	0
YDR493W	NA	CAGL0G04653g	NA	KLLA0C12419g	orf19.5433	2
YDR494W	NA	CAGL0G04675g	NA	KLLA0C12375g	NA	3
YAL055W	NA	CAGL0J07194g	NA	KLLA0F00308g	NA	3
YDR495C	NA	CAGL0G04697g	NA	KLLA0C12353g	orf19.7642	2
YDR496C	NA	CAGL0I02926g	NA	KLLA0C12331g	orf19.3547	2
YDR497C	YOL103W	CAGL0I07447g	NA	KLLA0C12309g	NA	2
YDR498C	NA	CAGL0I02948g	NA	KLLA0C12300g	orf19.5526	2
YDR499W	NA	CAGL0J08393g	NA	KLLA0C01892g	orf19.666	2
YDR500C	YLR185W	CAGL0B01203g	NA	KLLA0C01870g	orf19.667.1	1
YDR501W	YLR183C	CAGL0B01188g	NA	KLLA0C01848g	NA	2
YDR502C	YLR180W	CAGL0J08415g	CAGL0B01122g	KLLA0C01782g	orf19.657	0
YMR222C	NA	CAGL0M11176g	NA	KLLA0C06996g	NA	3
YDR503C	NA	CAGL0J08437g	NA	KLLA0C01760g	orf19.1155	2
YDR505C	YLR177W	CAGL0J08459g	CAGL0B01078g	KLLA0C01716g	orf19.671	0
YBL069W	YER101C	CAGL0G03267g	NA	KLLA0E20417g	NA	2
YDR506C	NA	CAGL0J08481g	NA	KLLA0C01694g	orf19.943	2
YDR510W	NA	CAGL0K05731g	NA	KLLA0C01628g	orf19.670	2
YDR511W	NA	CAGL0K05775g	NA	KLLA0C01430g	orf19.6328	2
YDR512C	NA	CAGL0K05797g	NA	KLLA0C01364g	orf19.3533	2
YDR517W	NA	CAGL0F00583g	NA	KLLA0C01133g	orf19.71	2
YDR519W	NA	CAGL0H01705g	NA	KLLA0C01045g	orf19.4952.1	2
YDR520C	NA	CAGL0H01683g	NA	KLLA0C01023g	NA	3
YDR523C	NA	CAGL0H01639g	NA	KLLA0C00979g	orf19.3049	2
YDR524C	NA	CAGL0H01617g	NA	NA	orf19.3050	3
YDR525W-A	NA	NA	Cgla_YGOB_SNA2	KLLA0C00935g	orf19.4132	2
YHR199C-A	NA	NA	NA	KLLA0B03927g	NA	4
YBL068W	YER099C	CAGL0I05500g	NA	KLLA0E20373g	orf19.4611	1
YDR527W	NA	CAGL0H01595g	NA	KLLA0C00913g	orf19.4133	2
YDR529C	NA	CAGL0G10153g	NA	KLLA0C00825g	orf19.5629	2
YDR531W	NA	CAGL0H01551g	NA	KLLA0C00869g	orf19.5576	2
YDR532C	NA	CAGL0H01573g	NA	KLLA0C00891g	NA	3
YDR533C	NA	NA	NA	NA	orf19.251	4
YDR534C	NA	NA	NA	NA	NA	5
YDR536W	NA	NA	NA	KLLA0F26246g	orf19.5753	3
YDR538W	NA	NA	NA	NA	orf19.5731	4
YDR539W	NA	NA	NA	NA	orf19.5730	4
YDR540C	NA	NA	NA	NA	NA	5
YBL067C	YER098W	CAGL0A04477g	CAGL0I05522g	KLLA0E20351g	orf19.2026	0
YDR541C	NA	NA	NA	NA	NA	5
YDR542W	NA	NA	NA	NA	NA	5
YDR545W	NA	NA	NA	NA	NA	5
YEL077C	NA	NA	NA	NA	NA	5
YEL076C-A	NA	NA	NA	NA	NA	5
YEL076C	NA	NA	NA	NA	NA	5
YEL075C	NA	NA	NA	NA	NA	5
YOR180C	NA	NA	NA	NA	NA	5
YBL066C	NA	CAGL0A04455g	NA	KLLA0E20307g	orf19.3753	2
YEL073C	NA	NA	NA	NA	NA	5
YNR072W	NA	NA	NA	NA	NA	5
YEL025C	NA	CAGL0I03212g	NA	NA	NA	4
YEL066W	NA	NA	NA	NA	orf19.6323	4
YEL065W	NA	NA	NA	NA	NA	5
YEL064C	NA	NA	NA	KLLA0C02277g	orf19.4142	3
YKL065W-A	NA	NA	NA	KLLA0F26818g	NA	4
YBL064C	NA	CAGL0A04433g	NA	KLLA0E20285g	orf19.5180	2
YEL062W	NA	CAGL0L13288g	NA	KLLA0D01067g	orf19.328	2
YEL060C	YOR003W	CAGL0B03619g	CAGL0E02651g	KLLA0D00979g	orf19.7196	0
YEL059C-A	NA	NA	NA	KLLA0D00880g	orf19.6359	3
YEL058W	NA	CAGL0B03597g	NA	KLLA0D00858g	orf19.5013	2
YEL057C	NA	NA	NA	NA	NA	5
YEL056W	NA	CAGL0B03575g	NA	KLLA0D00814g	orf19.2146	2
YEL055C	NA	CAGL0B03553g	NA	KLLA0D00792g	orf19.5597	2
YEL053C	NA	CAGL0E04136g	NA	KLLA0A01925g	orf19.1624	2
YLR146W-A	NA	Cgla_YGOB_YLR146W-A	NA	KLLA0D17127g	NA	3
YEL052W	NA	CAGL0E04114g	NA	KLLA0A01947g	orf19.2891	2
YEL051W	NA	CAGL0J11880g	NA	KLLA0A01991g	orf19.2895	2
YBL063W	NA	NA	NA	NA	orf19.712	4
YEL050C	NA	CAGL0J11858g	NA	KLLA0A02035g	orf19.5420	2
YEL049W	NA	NA	NA	NA	NA	5
YEL048C	NA	CAGL0L01155g	NA	KLLA0F16731g	orf19.2888	2
YDR374W-A	NA	Cgla_YGOB_YDR374W-A	NA	KLLA0E02465g	NA	3
YEL047C	YJR051W	CAGL0I01320g	CAGL0L01177g	KLLA0F16753g	NA	1
YEL046C	NA	CAGL0I01342g	NA	KLLA0F16775g	orf19.6305	2
YEL044W	NA	CAGL0L01199g	NA	KLLA0F16797g	orf19.2889	2
YEL043W	NA	CAGL0L01221g	NA	KLLA0F16819g	orf19.985	2
YEL042W	NA	CAGL0L01243g	NA	KLLA0F16863g	orf19.7394	2
YEL041W	YJR049C	CAGL0I01386g	CAGL0L01265g	KLLA0F16885g	NA	1
YEL040W	NA	CAGL0C02211g	NA	KLLA0F16907g	orf19.1671	2
YBL061C	YER096W	CAGL0A04411g	NA	KLLA0E20263g	orf19.7349	1
YEL039C	YJR048W	CAGL0I01408g	NA	KLLA0F16929g	NA	2
YEL038W	NA	CAGL0L01287g	NA	KLLA0E22111g	orf19.1495	2
YEL037C	NA	CAGL0L01309g	NA	KLLA0E22133g	orf19.1494	2
YEL036C	NA	CAGL0L01331g	NA	KLLA0E22155g	orf19.3622	2
YEL034W	YJR047C	CAGL0L01353g	CAGL0I01430g	KLLA0E22199g	orf19.3426	0
YEL032W	NA	CAGL0L01397g	NA	KLLA0E22243g	orf19.1901	2
YEL031W	NA	CAGL0L01419g	NA	KLLA0E22265g	orf19.30	2
YEL030W	YJR045C	CAGL0I01496g	CAGL0I03322g	KLLA0E22309g	NA	1
YEL029C	NA	CAGL0I03300g	NA	KLLA0E22375g	orf19.1828	2
YBL060W	NA	NA	NA	KLLA0E20219g	orf19.6705	3
YEL027W	NA	CAGL0I01562g	NA	KLLA0E22441g	orf19.5886	2
YEL026W	NA	CAGL0I03234g	NA	KLLA0E22529g	orf19.5885	2
YEL024W	NA	CAGL0I03190g	NA	KLLA0E22573g	orf19.5893	2
YEL023C	NA	CAGL0I03168g	NA	KLLA0E22595g	orf19.5894	2
YEL022W	YJR031C	CAGL0I03102g	CAGL0M08052g	KLLA0E22727g	orf19.1712	0
YEL021W	NA	CAGL0I03080g	NA	KLLA0E22771g	orf19.1716	2
YEL020W-A	NA	CAGL0H06127g	NA	KLLA0E22793g	orf19.6696	2
YEL020C	NA	CAGL0M03245g	NA	NA	NA	4
YEL019C	NA	CAGL0M03267g	NA	KLLA0A11462g	orf19.7413	2
YBL059C-A	NA	CAGL0A04389g	NA	KLLA0E20175g	orf19.1336.2	2
YEL018W	NA	CAGL0M03289g	NA	KLLA0A11440g	NA	3
YOL047C	NA	NA	CAGL0F00891g	NA	NA	4
YEL017W	NA	CAGL0M03311g	NA	KLLA0A11396g	orf19.3430	2
YEL015W	NA	CAGL0M03333g	NA	KLLA0A11308g	orf19.6858	2
YEL013W	NA	CAGL0M03355g	NA	KLLA0A11286g	orf19.745	2
YEL012W	NA	CAGL0M03399g	NA	KLLA0A11198g	orf19.4540	2
YEL011W	NA	CAGL0M03377g	NA	KLLA0A11176g	orf19.5622	2
YEL009C	NA	CAGL0L02475g	NA	KLLA0D14113g	orf19.1358	2
YEL007W	NA	CAGL0L02453g	CAGL0C03740g	KLLA0D14058g	orf19.4884	1
YEL006W	YIL006W	CAGL0J02002g	NA	KLLA0D14036g	NA	2
YEL005C	NA	CAGL0L02409g	NA	KLLA0D13948g	NA	3
YAL054C	NA	CAGL0L00649g	NA	KLLA0A03333g	orf19.1743	2
YBL059W	YER093C-A	CAGL0A04367g	CAGL0I04928g	KLLA0E20153g	NA	1
YEL004W	NA	NA	NA	KLLA0D13926g	orf19.1382	3
YEL003W	NA	CAGL0L02387g	NA	KLLA0D13904g	orf19.2305	2
YEL002C	NA	CAGL0L02365g	NA	KLLA0D13882g	orf19.2298	2
YEL001C	NA	CAGL0L02343g	NA	KLLA0D13816g	orf19.1782	2
YER002W	NA	CAGL0J02222g	NA	KLLA0D13750g	orf19.1388	2
YER003C	NA	CAGL0J02244g	NA	KLLA0D13728g	orf19.1390	2
YER004W	NA	CAGL0H09768g	NA	KLLA0D13684g	orf19.4898	2
YER005W	NA	CAGL0H09746g	NA	KLLA0D13662g	orf19.2915	2
YER006W	NA	CAGL0H09724g	NA	KLLA0D13618g	orf19.2917	2
YBL058W	NA	CAGL0A04345g	NA	KLLA0E20043g	orf19.2549	2
YER007W	NA	CAGL0H09702g	NA	KLLA0D13596g	orf19.2921	2
YER007C-A	NA	CAGL0J02266g	NA	KLLA0D13574g	orf19.2920	2
YER008C	NA	CAGL0H09680g	NA	KLLA0D13530g	orf19.2911	2
YER009W	NA	CAGL0H09658g	NA	KLLA0D13508g	orf19.4879.2	2
YER010C	NA	CAGL0H09636g	NA	KLLA0D13442g	orf19.4894	2
YER011W	NA	CAGL0H09614g	NA	NA	NA	4
YER012W	NA	CAGL0H09548g	NA	KLLA0B11660g	orf19.4025	2
YER013W	NA	CAGL0H09526g	NA	KLLA0B11638g	orf19.4033	2
YKL201C	YJR061W	CAGL0H09130g	CAGL0H01793g	KLLA0B13794g	orf19.849	0
YER014W	NA	CAGL0H09504g	NA	KLLA0B11616g	orf19.4747	2
YBL057C	NA	CAGL0A04323g	NA	KLLA0E20021g	orf19.2544	2
YER015W	NA	CAGL0H09460g	NA	KLLA0B11572g	orf19.272	2
YER016W	NA	CAGL0H09438g	NA	KLLA0B11550g	orf19.676	2
YMR089C	NA	CAGL0J01353g	NA	KLLA0F13706g	orf19.2057	2
YER018C	NA	CAGL0M11858g	NA	KLLA0C02079g	NA	3
YER019W	NA	CAGL0E06556g	NA	KLLA0C02057g	orf19.6629	2
YER019C-A	YER087C-B	CAGL0A04191g	CAGL0I05098g	KLLA0E19823g	orf19.2533.1	0
YER020W	NA	CAGL0I08195g	NA	KLLA0D10956g	orf19.1621	2
YER021W	NA	CAGL0I08239g	NA	KLLA0D10824g	orf19.3054	2
YHR126C	NA	NA	NA	KLLA0A11748g	NA	4
YER022W	NA	CAGL0I08261g	NA	KLLA0D10802g	orf19.3055	2
YER023W	NA	CAGL0I08283g	NA	KLLA0D10736g	orf19.5650	2
YBL056W	YER089C	CAGL0I05038g	CAGL0A04301g	KLLA0E19977g	NA	1
YER024W	NA	CAGL0I08305g	NA	KLLA0D10637g	orf19.2809	2
YER025W	NA	CAGL0I08327g	NA	KLLA0D10571g	orf19.4223	2
YER026C	NA	CAGL0C03069g	NA	KLLA0F09955g	orf19.677	2
YER027C	YGL208W	CAGL0A03696g	CAGL0K09350g	KLLA0B00583g	orf19.4084	0
YER028C	YGL209W	CAGL0C02519g	CAGL0K09372g	Klac_YGOB_Anc_3.518	NA	1
YER029C	NA	CAGL0C02497g	NA	KLLA0B00627g	orf19.2621	2
YER030W	NA	CAGL0C02475g	NA	KLLA0B00649g	orf19.6147	2
YER031C	YGL210W	CAGL0C02453g	CAGL0K09394g	KLLA0B00671g	NA	1
YER032W	NA	CAGL0C02431g	NA	KLLA0B00693g	NA	3
YER033C	NA	CAGL0C02409g	NA	KLLA0B00715g	NA	3
Scer_YGOB_Anc_7.495	NA	NA	CAGL0C04933g	KLLA0F03179g	NA	3
YBL055C	NA	CAGL0A04279g	NA	KLLA0E19955g	orf19.2541	2
YER034W	NA	CAGL0C02387g	NA	KLLA0A01496g	NA	3
YER035W	YGL222C	CAGL0I06941g	NA	KLLA0A01474g	NA	2
YER036C	NA	CAGL0C02343g	NA	KLLA0A01452g	orf19.2183	2
YER037W	YGL224C	CAGL0H09218g	CAGL0C02321g	KLLA0A01408g	NA	1
YER038C	NA	CAGL0C02299g	NA	KLLA0A01386g	NA	3
YER039C	YGL225W	CAGL0H09196g	NA	KLLA0A01364g	NA	2
YER040W	NA	CAGL0C02277g	NA	KLLA0A01342g	orf19.3912	2
YER041W	NA	CAGL0C02255g	NA	KLLA0A01320g	orf19.652	2
YER042W	NA	CAGL0C02233g	NA	KLLA0A01309g	orf19.2028	2
YBL054W	YER088C	CAGL0I05060g	CAGL0A04257g	KLLA0E19933g	NA	1
YER043C	NA	CAGL0C02189g	NA	KLLA0A01199g	orf19.3911	2
YER044C	NA	CAGL0J02684g	NA	KLLA0E04203g	orf19.2016	2
YER044C-A	NA	CAGL0J02706g	NA	Klac_YGOB_MEI4	NA	3
YER045C	YIL036W	CAGL0I05170g	NA	KLLA0E04269g	NA	2
YER046W	NA	NA	NA	KLLA0E04291g	orf19.6103	3
YER047C	NA	CAGL0J02728g	NA	KLLA0E04379g	orf19.7558	2
YER048C	NA	CAGL0J02750g	CAGL0L00957g	KLLA0E04423g	orf19.1267	1
YER048W-A	NA	CAGL0J02794g	NA	KLLA0E04467g	orf19.1267.1	2
YER049W	NA	CAGL0J02816g	NA	KLLA0E04489g	orf19.1802	2
YER050C	NA	CAGL0J02838g	NA	KLLA0E04555g	orf19.5201	2
YER051W	NA	CAGL0J02860g	NA	KLLA0F27643g	orf19.3281	2
YER052C	NA	CAGL0J02882g	NA	KLLA0F27599g	orf19.1235	2
YER053C	NA	NA	NA	NA	orf19.1395	4
YER053C-A	NA	Cgla_YGOB_YER053C-A	NA	Klac_YGOB_YER053C-A	NA	3
YER054C	YIL045W	CAGL0J02904g	CAGL0L00803g	KLLA0F27533g	NA	1
YER055C	NA	CAGL0L00759g	NA	KLLA0F27489g	orf19.4026	2
YER056C	NA	NA	CAGL0L00671g	KLLA0C08283g	orf19.1357	2
YER056C-A	YIL052C	CAGL0M12408g	NA	KLLA0C08371g	NA	2
YER057C	YIL051C	CAGL0M12386g	NA	KLLA0C08349g	NA	2
YER058W	NA	CAGL0J02926g	NA	KLLA0C08327g	orf19.6225.1	2
YBL052C	NA	CAGL0A04235g	NA	KLLA0E19911g	orf19.2540	2
YER059W	YIL050W	CAGL0M12342g	NA	KLLA0C08305g	orf19.6225	1
YER061C	NA	CAGL0J02970g	NA	KLLA0C08239g	orf19.5977	2
YER062C	YIL053W	NA	CAGL0M12430g	KLLA0C08217g	NA	2
YER063W	NA	CAGL0J02992g	NA	KLLA0C08195g	orf19.200	2
YER064C	YIL056W	Cgla_YGOB_Anc_7.246	CAGL0J03014g	KLLA0C08151g	NA	1
YER065C	NA	CAGL0J03058g	NA	KLLA0C08107g	orf19.6844	2
YFL009W	NA	CAGL0L02629g	NA	KLLA0D07546g	orf19.2559	2
YER067W	YIL057C	CAGL0J03080g	CAGL0M12551g	KLLA0C08063g	orf19.1354	0
YER068W	NA	CAGL0J03102g	NA	KLLA0C08041g	orf19.2379	2
YBL051C	NA	CAGL0A04213g	CAGL0I05082g	KLLA0E19845g	orf19.2534	1
YER069W	NA	CAGL0J03124g	NA	KLLA0C07997g	orf19.4788	2
YER070W	YIL066C	CAGL0J03146g	NA	KLLA0C07887g	orf19.5779	1
YER071C	NA	CAGL0J03190g	NA	KLLA0C07821g	orf19.5840	2
YER072W	NA	CAGL0M12705g	NA	KLLA0C07799g	orf19.5455	2
YML053C	NA	CAGL0L01573g	NA	NA	NA	4
YER073W	NA	CAGL0J03212g	NA	KLLA0C07777g	orf19.5806	2
YER074W	YIL069C	CAGL0J03234g	NA	KLLA0C07755g	NA	2
YER074W-A	NA	CAGL0J03245g	NA	KLLA0C07744g	orf19.5825.1	2
YER075C	NA	CAGL0J03256g	NA	KLLA0C07733g	orf19.7610	2
YER076C	NA	NA	NA	NA	NA	5
YER077C	NA	CAGL0J03278g	NA	KLLA0C07689g	orf19.1772	2
YBL050W	NA	CAGL0F04653g	NA	KLLA0E05919g	orf19.2518	2
YER078C	NA	CAGL0J03300g	NA	KLLA0C07645g	orf19.354	2
YER079W	NA	CAGL0M12793g	NA	KLLA0C07601g	NA	3
YER080W	NA	CAGL0J03322g	NA	KLLA0C07579g	orf19.3312	2
YER081W	YIL074C	CAGL0M12837g	NA	KLLA0C09306g	orf19.5263	1
YER082C	NA	CAGL0J03344g	NA	KLLA0C09262g	orf19.4835	2
YER083C	NA	CAGL0J03366g	NA	KLLA0C09196g	orf19.4839	2
YER085C	NA	NA	NA	NA	NA	5
YER086W	NA	CAGL0I05126g	NA	KLLA0E19779g	orf19.5480	2
YER087W	NA	CAGL0I05104g	NA	KLLA0E19801g	orf19.2532	2
YAL053W	YOR365C	CAGL0M12320g	NA	KLLA0A03355g	orf19.1813	1
YBL049W	NA	CAGL0F04631g	NA	KLLA0E05875g	orf19.3369	2
YER090W	NA	CAGL0I05016g	NA	KLLA0E19999g	orf19.2546	2
YER091C	NA	CAGL0I04994g	NA	KLLA0E20065g	orf19.2551	2
YER092W	NA	CAGL0I04972g	NA	KLLA0E20109g	NA	3
YER093C	NA	CAGL0I04950g	NA	KLLA0E20131g	orf19.728	2
YER094C	NA	CAGL0I04906g	NA	KLLA0E20197g	orf19.1336	2
YER095W	NA	CAGL0I05544g	NA	KLLA0E20241g	orf19.3752	2
YER100W	NA	CAGL0I05478g	NA	KLLA0E20395g	orf19.7347	2
YER104W	NA	CAGL0G03333g	NA	KLLA0E20571g	NA	3
YER106W	NA	CAGL0G03377g	NA	KLLA0E20637g	NA	3
YER107C	NA	CAGL0G03399g	NA	KLLA0E20703g	orf19.1095	2
YBL047C	NA	CAGL0F04609g	NA	KLLA0E05787g	orf19.1166	2
YER109C	NA	CAGL0G03421g	NA	KLLA0E20725g	orf19.1093	2
YER110C	NA	CAGL0G03443g	NA	KLLA0E20769g	orf19.2489	2
YER111C	NA	CAGL0A04565g	NA	KLLA0E20791g	orf19.4545	2
YER112W	NA	CAGL0G03465g	NA	KLLA0E20813g	orf19.6458.1	2
YER113C	NA	CAGL0G03487g	NA	KLLA0E20835g	orf19.3228	2
YER115C	NA	CAGL0G03531g	NA	KLLA0E07041g	NA	3
YER116C	NA	CAGL0G03553g	NA	KLLA0E07019g	orf19.5438	2
YER118C	NA	CAGL0G03597g	NA	KLLA0E06953g	orf19.4772	2
YER122C	NA	CAGL0G03707g	NA	KLLA0E06799g	orf19.5445	2
YER123W	NA	CAGL0K02299g	NA	KLLA0E13531g	orf19.2222	2
YBL046W	NA	CAGL0F04587g	NA	KLLA0E05721g	orf19.4019	2
YER124C	NA	CAGL0K02277g	NA	KLLA0E13553g	orf19.3629	2
YER125W	NA	CAGL0K02255g	NA	KLLA0E13575g	orf19.3628	2
YER126C	NA	CAGL0K02233g	NA	KLLA0E13619g	orf19.7424	2
YER127W	NA	CAGL0K02211g	NA	KLLA0E13641g	orf19.7422	2
YER128W	NA	CAGL0K02189g	NA	KLLA0E13663g	orf19.6286	2
YGL230C	NA	NA	NA	NA	NA	5
YER129W	YGL179C	CAGL0K02167g	NA	KLLA0D09328g	orf19.3840	1
YER130C	NA	CAGL0K02145g	CAGL0L06072g	KLLA0C17072g	orf19.6121	1
YER131W	YGL189C	CAGL0K02123g	NA	KLLA0D05115g	NA	2
YER132C	YGL197W	CAGL0D01782g	CAGL0K02101g	KLLA0F12452g	NA	1
YER133W	NA	CAGL0K02079g	NA	KLLA0F12496g	orf19.6285	2
YBL045C	NA	CAGL0F04565g	NA	KLLA0E05699g	orf19.4016	2
YER134C	NA	CAGL0K02035g	NA	KLLA0F20570g	orf19.6929	2
YDR119W-A	NA	CAGL0B01875g	NA	KLLA0F19371g	NA	3
YER136W	NA	CAGL0K01925g	NA	KLLA0F09185g	orf19.7261	2
YER137C	NA	CAGL0K01947g	NA	KLLA0F09229g	orf19.515	2
YER140W	NA	CAGL0I06853g	NA	KLLA0F12650g	orf19.3658	2
YER141W	NA	CAGL0I06831g	NA	KLLA0E10385g	orf19.3656	2
YER142C	NA	CAGL0I06809g	NA	KLLA0E10363g	orf19.3639	2
YER143W	NA	CAGL0I06787g	NA	KLLA0E10341g	orf19.7258	2
YER145C	NA	CAGL0I06743g	NA	NA	orf19.7219	3
YER146W	NA	CAGL0I06721g	NA	KLLA0E10209g	NA	3
YBL043W	YJR115W	CAGL0F04521g	CAGL0C04785g	KLLA0E05677g	NA	1
YER147C	NA	CAGL0I06710g	NA	KLLA0E10121g	NA	3
YER148W	NA	CAGL0I06688g	NA	KLLA0E10099g	orf19.1837	2
YER149C	NA	CAGL0I06666g	NA	KLLA0E10077g	orf19.1835	2
YER151C	NA	CAGL0I06600g	NA	KLLA0E01013g	orf19.6319	2
YER152C	NA	CAGL0I06578g	NA	KLLA0E00969g	orf19.1180	2
YER153C	NA	CAGL0I06556g	NA	KLLA0E00947g	NA	3
YER154W	NA	CAGL0I06534g	NA	KLLA0E00925g	orf19.6565	2
YER155C	NA	CAGL0I06512g	NA	KLLA0E00903g	orf19.6573	2
YER156C	NA	CAGL0I08547g	NA	KLLA0C11671g	orf19.4532	2
YBL042C	NA	CAGL0F04499g	NA	KLLA0E05479g	NA	3
YER157W	NA	CAGL0I08569g	NA	KLLA0C11715g	orf19.4440	2
YER159C	NA	CAGL0I08635g	NA	KLLA0C11935g	orf19.2736	2
YER161C	NA	CAGL0L11704g	NA	KLLA0F14487g	orf19.6726	2
YER163C	NA	CAGL0L11748g	NA	NA	orf19.372	3
YER164W	NA	CAGL0L11770g	NA	KLLA0C17578g	orf19.3035	2
YDR461C-A	NA	Cgla_YGOB_YDR461C-A	NA	KLLA0C14916g	NA	3
YER165W	NA	CAGL0L11792g	NA	KLLA0C17600g	orf19.3037	2
YER167W	NA	CAGL0L11836g	NA	KLLA0C17666g	orf19.4906	2
YER168C	NA	CAGL0L11858g	NA	KLLA0C17688g	orf19.4705	2
YER170W	NA	CAGL0L11902g	NA	KLLA0C17754g	orf19.7118	2
YER171W	NA	CAGL0L11924g	NA	KLLA0C17776g	orf19.7119	2
YBL041W	NA	CAGL0F04477g	NA	KLLA0E05633g	orf19.2755	2
YER172C	NA	CAGL0L11946g	NA	KLLA0C17798g	orf19.3098	2
YER173W	NA	CAGL0L11968g	NA	KLLA0C17820g	orf19.2728	2
YER175C	NA	CAGL0L12012g	NA	KLLA0C17864g	orf19.2468	2
YER176W	NA	CAGL0L12034g	NA	NA	orf19.702	3
YER178W	NA	CAGL0L12078g	NA	KLLA0F12001g	orf19.3097	2
YER179W	NA	CAGL0L12100g	NA	KLLA0F11957g	orf19.3760	2
YER180C	NA	CAGL0L12122g	NA	KLLA0F11891g	NA	3
YER182W	NA	CAGL0F09163g	NA	KLLA0A10263g	orf19.3963	2
YER183C	NA	CAGL0F09185g	NA	KLLA0A10285g	orf19.4523	2
YER184C	NA	CAGL0F09229g	NA	NA	NA	4
YBL040C	NA	CAGL0F04455g	NA	KLLA0E05611g	orf19.2756	2
YER186C	NA	NA	NA	NA	NA	5
YBR259W	NA	CAGL0I09196g	NA	KLLA0F02167g	NA	3
YER189W	NA	NA	NA	NA	NA	5
YER190W	NA	NA	NA	NA	NA	5
YFL068W	NA	NA	NA	NA	NA	5
YFL065C	NA	NA	NA	NA	NA	5
YFL064C	NA	NA	NA	NA	NA	5
YGR066C	NA	NA	NA	NA	NA	5
YBL039C	YJR103W	CAGL0F04433g	NA	KLLA0E05545g	orf19.3941	1
YFL062W	NA	NA	NA	NA	NA	5
YHR177W	NA	NA	NA	NA	NA	5
YFL061W	NA	NA	NA	NA	NA	5
YNR055C	NA	NA	NA	NA	orf19.4889	4
YDL244W	NA	NA	NA	NA	orf19.7324	4
YKL221W	NA	NA	NA	NA	orf19.6209	4
YFL058W	NA	NA	NA	NA	NA	5
YOR172W	NA	NA	CAGL0L04576g	NA	NA	4
YFL057C	NA	NA	NA	NA	NA	5
YGR289C	NA	NA	NA	NA	NA	5
YFL056C	NA	NA	NA	NA	NA	5
YDR391C	NA	NA	CAGL0M01562g	NA	NA	4
YFL055W	NA	NA	NA	NA	orf19.3795	4
YER060W-A	NA	NA	CAGL0J02948g	NA	NA	4
YFL054C	NA	NA	NA	NA	NA	5
YLL025W	NA	NA	NA	NA	NA	5
YBL038W	NA	CAGL0F04411g	NA	KLLA0B12199g	orf19.2019	2
YFL053W	NA	NA	NA	NA	orf19.4777	4
YER001W	NA	NA	NA	NA	NA	5
YFL052W	NA	NA	NA	NA	NA	5
YMR090W	NA	CAGL0J01331g	NA	NA	orf19.7531	3
YPR192W	NA	NA	NA	NA	orf19.2849	4
YFL051C	NA	NA	NA	NA	NA	5
YHL048W	NA	NA	NA	NA	NA	5
YOL130W	NA	CAGL0E01617g	NA	KLLA0E07261g	orf19.1607	2
YLL062C	NA	NA	NA	NA	NA	5
YFL049W	NA	CAGL0K12936g	NA	KLLA0D05885g	NA	3
YFL048C	YLR080W	CAGL0L13244g	CAGL0K12914g	KLLA0D05863g	NA	1
YFL047W	NA	CAGL0K12892g	NA	KLLA0D05819g	orf19.730	2
YFL046W	NA	CAGL0K12870g	NA	KLLA0D05731g	orf19.2939	2
YFL045C	NA	CAGL0K12848g	NA	KLLA0D05709g	orf19.2937	2
YFL044C	NA	CAGL0K12782g	NA	KLLA0D05599g	orf19.2933	2
YAL051W	YOR363C	CAGL0M12298g	CAGL0J07150g	KLLA0A03443g	orf19.7374	0
YBL037W	NA	CAGL0F04389g	NA	KLLA0B12243g	orf19.2786	2
YFL042C	YLR072W	CAGL0K12760g	CAGL0L13134g	KLLA0D05555g	NA	1
YFL041W	NA	CAGL0K12738g	NA	KLLA0D05489g	orf19.4213	2
YFL040W	NA	CAGL0K12716g	NA	KLLA0D05379g	NA	3
YFL039C	NA	CAGL0K12694g	NA	KLLA0D05357g	orf19.5007	2
YFL038C	NA	CAGL0K12672g	NA	KLLA0D05313g	orf19.3052	2
YFR020W	NA	NA	NA	NA	NA	5
YFL037W	NA	CAGL0K12650g	NA	KLLA0D05269g	orf19.6034	2
YFL036W	NA	CAGL0K12628g	NA	KLLA0D05247g	orf19.6041	2
YFL034C-B	NA	CAGL0K12606g	NA	KLLA0D05225g	orf19.6044	2
